category,lexicon
home,homes
home,room
home,remodel*
home,bed
home,den
home,beds
home,fridge*
home,closets
home,microwave*
home,home
home,pillow*
home,rugs
home,maid*
home,garden*
home,roomie*
home,roommate*
home,window*
home,bake*
home,dorm*
home,stove*
home,balcon*
home,bath*
home,shower*
home,residen*
home,backyard
home,carpet*
home,door*
home,roomed
home,pet
home,chore*
home,bedding
conj,and
conj,because
conj,till
conj,as
conj,if
conj,also
conj,whereas
conj,when
conj,cuz
conj,til
conj,how
conj,so
conj,until
conj,then
conj,unless
conj,though
conj,however
conj,but
conj,although
conj,nor
conj,whenever
conj,atho
conj,tho
conj,whether
conj,while
conj,plus
conj,or
conj,otherwise
anx,stunned
anx,shaky
anx,terror*
anx,fear
anx,hesita*
anx,rigid*
anx,struggl*
anx,nervous*
anx,fearful*
anx,stuns
anx,reluctan*
anx,distress*
anx,obsess*
anx,disturb*
anx,embarrass*
anx,aversi*
anx,inhib*
anx,apprehens*
anx,suspicio*
anx,stress*
anx,uneas*
anx,fearing
anx,sicken*
anx,neurotic*
anx,dwell*
anx,scare*
anx,shake*
anx,terrify
anx,feared
anx,miser*
anx,strain*
anx,fright*
anx,distraught
anx,tense*
anx,guilt*
anx,terrifies
anx,turmoil
anx,restless*
anx,petrif*
anx,terrified
anx,uncomfortabl*
anx,scary
anx,unsure*
anx,tension*
anx,startl*
anx,awkward*
anx,irrational*
anx,doubt*
anx,indecis*
anx,humiliat*
anx,desperat*
anx,risk*
anx,uncontrol*
anx,terrifying
anx,confus*
anx,panic*
anx,irrita*
anx,frantic*
anx,shame*
anx,asham*
anx,inadequa*
anx,emotional
anx,shook
anx,insecur*
anx,tensing
anx,shy*
anx,distract*
anx,uptight*
anx,alarm*
anx,afraid
anx,uncertain*
anx,discomfort*
anx,horr*
anx,fears
anx,impatien*
anx,anguish*
anx,pressur*
anx,scaring
anx,phobi*
anx,worr*
anx,craz*
anx,trembl*
anx,upset*
anx,repress*
anx,avoid*
anx,overwhelm*
anx,timid*
anx,anxi*
anx,vulnerab*
anx,shaki*
anx,dread*
negemo,gloom*
negemo,liabilit*
negemo,vile
negemo,tortur*
negemo,protest
negemo,ugh
negemo,troubl*
negemo,hating
negemo,messy
negemo,hate
negemo,hesita*
negemo,abusi*
negemo,misses
negemo,liar*
negemo,unpleasant
negemo,abandon*
negemo,suffered
negemo,reluctan*
negemo,obsess*
negemo,ticked
negemo,impolite*
negemo,worst
negemo,battl*
negemo,awful
negemo,perver*
negemo,inhib*
negemo,worthless*
negemo,regret*
negemo,violat*
negemo,trite
negemo,stink*
negemo,grave*
negemo,sucker*
negemo,fearing
negemo,traged*
negemo,weird*
negemo,homesick*
negemo,dwell*
negemo,scream*
negemo,disillusion*
negemo,ridicul*
negemo,beaten
negemo,fucks
negemo,rotten
negemo,trauma*
negemo,heartbroke*
negemo,guilt*
negemo,turmoil
negemo,sins
negemo,aggress*
negemo,witch
negemo,alone
negemo,lazie*
negemo,unkind
negemo,shock*
negemo,worse*
negemo,freak*
negemo,stubborn*
negemo,envious
negemo,resign*
negemo,whine*
negemo,destruct*
negemo,obnoxious*
negemo,fake
negemo,degrad*
negemo,peculiar*
negemo,crap
negemo,flunk*
negemo,antagoni*
negemo,resent*
negemo,daze*
negemo,defeat*
negemo,sorrow*
negemo,heartbreak*
negemo,cheat*
negemo,wars
negemo,sufferer*
negemo,grief
negemo,broke
negemo,offend*
negemo,dishearten*
negemo,sorry
negemo,shit*
negemo,puk*
negemo,smug*
negemo,sucky
negemo,sceptic*
negemo,wrong*
negemo,sucks
negemo,tough*
negemo,moodi*
negemo,inadequa*
negemo,angr*
negemo,unsavo*
negemo,shook
negemo,sinister
negemo,insecur*
negemo,dislikes
negemo,fuck
negemo,rapist*
negemo,distress*
negemo,disliked
negemo,dumb*
negemo,fatigu*
negemo,jerk
negemo,fuming
negemo,solemn*
negemo,needy
negemo,agony
negemo,harmed
negemo,nag*
negemo,aching
negemo,sin
negemo,mess
negemo,tantrum*
negemo,despis*
negemo,craz*
negemo,immoral*
negemo,mad
negemo,offens*
negemo,grouch*
negemo,mocks
negemo,suck
negemo,envy*
negemo,embarrass*
negemo,damag*
negemo,timid*
negemo,fault*
negemo,rude*
negemo,doom*
negemo,scaring
negemo,dread*
negemo,despair*
negemo,interrup*
negemo,cruel*
negemo,shaky
negemo,hopeless*
negemo,helpless*
negemo,hell
negemo,suffer
negemo,rigid*
negemo,dump*
negemo,fearful*
negemo,anguish*
negemo,tragic*
negemo,arrogan*
negemo,offence*
negemo,low*
negemo,unfortunate*
negemo,sucked
negemo,longing*
negemo,apprehens*
negemo,thieve*
negemo,disagree*
negemo,suspicio*
negemo,difficult*
negemo,idiot*
negemo,fired
negemo,forbid*
negemo,struggl*
negemo,assault*
negemo,terrify
negemo,cunt*
negemo,terribl*
negemo,whining
negemo,missed
negemo,hostil*
negemo,seriously
negemo,envie*
negemo,prejudic*
negemo,disaster*
negemo,decay*
negemo,weak*
negemo,maniac*
negemo,worr*
negemo,unfriendly
negemo,piss*
negemo,woe*
negemo,scary
negemo,tension*
negemo,slut*
negemo,geek*
negemo,remorse*
negemo,spite*
negemo,miss
negemo,repress*
negemo,ungrateful*
negemo,sadly
negemo,domina*
negemo,risk*
negemo,terrifying
negemo,fiery
negemo,confus*
negemo,tempers
negemo,neglect*
negemo,dissatisf*
negemo,frantic*
negemo,grim*
negemo,melanchol*
negemo,boring
negemo,impersonal
negemo,asham*
negemo,fucker*
negemo,molest*
negemo,reject*
negemo,brutal*
negemo,punish*
negemo,vulture*
negemo,lame*
negemo,tensing
negemo,sad
negemo,shy*
negemo,distract*
negemo,dislike
negemo,savage*
negemo,uptight*
negemo,furious*
negemo,afraid
negemo,discomfort*
negemo,unlov*
negemo,discourag*
negemo,useless*
negemo,pettie*
negemo,feared
negemo,damn*
negemo,screw*
negemo,pain
negemo,shaki*
negemo,wicked*
negemo,phobi*
negemo,defect*
negemo,pessimis*
negemo,fight*
negemo,poison*
negemo,miser*
negemo,villain*
negemo,isolat*
negemo,skeptic*
negemo,trivi*
negemo,reek*
negemo,piti*
negemo,vicious*
negemo,lying
negemo,bitter*
negemo,stunned
negemo,nast*
negemo,devastat*
negemo,fatal*
negemo,terror*
negemo,fear
negemo,ruin*
negemo,nervous*
negemo,ineffect*
negemo,ugl*
negemo,loser*
negemo,tears
negemo,unsuccessful*
negemo,anger*
negemo,hit
negemo,agoniz*
negemo,disturb*
negemo,selfish*
negemo,unimportant
negemo,asshole*
negemo,rebel*
negemo,paranoi*
negemo,cries
negemo,cry
negemo,aggravat*
negemo,bad
negemo,heartless*
negemo,outrag*
negemo,unhapp*
negemo,warred
negemo,stutter*
negemo,agitat*
negemo,sicken*
negemo,hurt*
negemo,sarcas*
negemo,neurotic*
negemo,egotis*
negemo,critici*
negemo,blam*
negemo,snob*
negemo,strain*
negemo,weep*
negemo,stupid*
negemo,argu*
negemo,foe*
negemo,distraught
negemo,kill*
negemo,gross*
negemo,lazy
negemo,restless*
negemo,rage*
negemo,missing
negemo,stank
negemo,pained
negemo,petrif*
negemo,desperat*
negemo,defens*
negemo,petty*
negemo,weapon*
negemo,feud*
negemo,yearn*
negemo,submissive*
negemo,fail*
negemo,threat*
negemo,cynic
negemo,hater*
negemo,vain
negemo,doubt*
negemo,indecis*
negemo,unprotected
negemo,bashful*
negemo,uncomfortabl*
negemo,disliking
negemo,feroc*
negemo,bitch*
negemo,dork*
negemo,murder*
negemo,intimidat*
negemo,mistak*
negemo,raging
negemo,uncontrol*
negemo,devil*
negemo,fucked*
negemo,paining
negemo,confront*
negemo,panic*
negemo,jaded
negemo,crappy
negemo,depress*
negemo,mocking
negemo,argh*
negemo,irrita*
negemo,harms
negemo,bother*
negemo,sobbed
negemo,empt*
negemo,danger*
negemo,sobs
negemo,steal*
negemo,defenc*
negemo,shame*
negemo,mocker*
negemo,disadvantage*
negemo,overwhelm*
negemo,alarm*
negemo,stench*
negemo,uncertain*
negemo,horr*
negemo,maddening
negemo,prick*
negemo,strange
negemo,masochis*
negemo,smother*
negemo,whore*
negemo,enrag*
negemo,distrust*
negemo,appall*
negemo,numb*
negemo,avoid*
negemo,mooch*
negemo,raping
negemo,startl*
negemo,ache*
negemo,advers*
negemo,enemy*
negemo,inferior*
negemo,cried
negemo,bastard*
negemo,hateful*
negemo,complain*
negemo,victim*
negemo,tense*
negemo,cut
negemo,hated
negemo,gossip*
negemo,crying
negemo,contradic*
negemo,vanity
negemo,hates
negemo,ignor*
negemo,loss*
negemo,mocked
negemo,stunk
negemo,jerked
negemo,crushed
negemo,dismay*
negemo,suffering
negemo,careless*
negemo,aversi*
negemo,moron*
negemo,stuns
negemo,moody
negemo,contempt*
negemo,dull*
negemo,lost
negemo,wimp*
negemo,loses
negemo,luckless*
negemo,stress*
negemo,uneas*
negemo,sadde*
negemo,warfare*
negemo,thief
negemo,warring
negemo,destroy*
negemo,shake*
negemo,grr*
negemo,pressur*
negemo,ludicrous*
negemo,teas*
negemo,fright*
negemo,attack*
negemo,critical
negemo,violent*
negemo,terrifies
negemo,scare*
negemo,fuckin*
negemo,enemie*
negemo,lose
negemo,goddam*
negemo,terrified
negemo,losing
negemo,insincer*
negemo,burden*
negemo,painf*
negemo,wept
negemo,unimpress*
negemo,unsure*
negemo,exhaust*
negemo,severe*
negemo,pains
negemo,hatred
negemo,revenge*
negemo,awkward*
negemo,sob
negemo,unattractive
negemo,lied
negemo,irrational*
negemo,harm
negemo,humiliat*
negemo,lies
negemo,disgust*
negemo,mourn*
negemo,jerks
negemo,excruciat*
negemo,griev*
negemo,nerd*
negemo,abuse*
negemo,madder
negemo,fought
negemo,hellish
negemo,war
negemo,annoy*
negemo,fume*
negemo,maddest
negemo,suffers
negemo,lone*
negemo,harming
negemo,crude*
negemo,rape*
negemo,harmful*
negemo,protesting
negemo,sadness
negemo,bore*
negemo,emotional
negemo,temper
negemo,jealous*
negemo,frustrat*
negemo,pity*
negemo,fury
negemo,problem*
negemo,insult*
negemo,protested
negemo,stammer*
negemo,evil*
negemo,fears
negemo,impatien*
negemo,greed*
negemo,trick*
negemo,apath*
negemo,mock
negemo,pathetic*
negemo,lous*
negemo,seriousness
negemo,trembl*
negemo,rancid*
negemo,upset*
negemo,depriv*
negemo,fool*
negemo,sobbing
negemo,unwelcom*
negemo,harass*
negemo,anxi*
negemo,vulnerab*
negemo,disappoint*
negemo,serious
ppron,y'all
ppron,ive
ppron,she'll
ppron,you'd
ppron,i'll
ppron,youd
ppron,mine
ppron,hes
ppron,his
ppron,im
ppron,we'd
ppron,thoust
ppron,our
ppron,himself
ppron,id
ppron,hed
ppron,ourselves
ppron,you're
ppron,theyll
ppron,i
ppron,her
ppron,he's
ppron,we've
ppron,your
ppron,their*
ppron,lets
ppron,thine
ppron,we're
ppron,they'll
ppron,ours
ppron,themselves
ppron,youll
ppron,them
ppron,weve
ppron,oneself
ppron,i've
ppron,ya
ppron,thee
ppron,youve
ppron,ye
ppron,myself
ppron,you
ppron,let's
ppron,they'd
ppron,you've
ppron,they
ppron,hers
ppron,herself
ppron,him
ppron,he
ppron,me
ppron,they're
ppron,we'll
ppron,theyve
ppron,thy
ppron,we
ppron,youre
ppron,theyd
ppron,they've
ppron,us
ppron,theyre
ppron,thou
ppron,you'll
ppron,i'd
ppron,she
ppron,he'd
ppron,she's
ppron,i'm
ppron,she'd
ppron,my
ppron,yours
ppron,yall
ppron,shes
sexual,jizz
sexual,pussy*
sexual,makeout*
sexual,libid*
sexual,incest*
sexual,gonorrhoea
sexual,horny
sexual,erection*
sexual,titty
sexual,hump*
sexual,dick
sexual,lesbian*
sexual,condom
sexual,pregnan*
sexual,homosexual*
sexual,dicks
sexual,stud
sexual,hiv
sexual,rape*
sexual,perver*
sexual,porn*
sexual,naked
sexual,sex*
sexual,pubic
sexual,erotic*
sexual,homo
sexual,boob*
sexual,aids
sexual,hugg*
sexual,orgies
sexual,std*
sexual,fucks
sexual,vagina*
sexual,queer*
sexual,ass
sexual,fuckin*
sexual,prostitu*
sexual,bi
sexual,butts
sexual,prostat*
sexual,arous*
sexual,womb*
sexual,titties
sexual,penis*
sexual,condoms
sexual,nude*
sexual,syphili*
sexual,slut*
sexual,prude
sexual,lover*
sexual,passion*
sexual,love
sexual,abortion*
sexual,prudes
sexual,dyke*
sexual,butt's
sexual,asses
sexual,fucked*
sexual,genital*
sexual,cuddl*
sexual,cocks*
sexual,hug
sexual,chlamydia
sexual,gay
sexual,virgin*
sexual,erectile
sexual,ho
sexual,butt
sexual,kiss*
sexual,loved
sexual,orgy
sexual,fucker*
sexual,loves
sexual,gays
sexual,prudish*
sexual,cock
sexual,jissom
sexual,vd
sexual,fuck
sexual,lust*
sexual,breast*
sexual,rapist*
sexual,hornie*
sexual,orgasm*
sexual,ovar*
sexual,foreplay
sexual,tits
sexual,hugs
sexual,whore*
sexual,screw*
sexual,raping
sexual,seduc*
sexual,tit
sexual,homos
sexual,gonorrhea
sexual,boner*
sexual,nipple*
inhib,discourag*
inhib,held
inhib,duti*
inhib,hesita*
inhib,harness*
inhib,blocked
inhib,suppress*
inhib,yield*
inhib,tight*
inhib,contradic*
inhib,rigid*
inhib,refrain*
inhib,save
inhib,ignor*
inhib,reluctan*
inhib,caut*
inhib,bans
inhib,banned
inhib,ceasing
inhib,stop
inhib,stopper*
inhib,constrain*
inhib,enclos*
inhib,inhib*
inhib,cease*
inhib,oppos*
inhib,avert*
inhib,disciplin*
inhib,taboo*
inhib,delay*
inhib,stopped
inhib,control*
inhib,ban
inhib,anal
inhib,interfer*
inhib,conflict*
inhib,wariness
inhib,restrict*
inhib,withheld
inhib,forbid*
inhib,retain*
inhib,curtail*
inhib,curb*
inhib,barrier*
inhib,compulsiv*
inhib,subdue*
inhib,stops
inhib,waiting
inhib,banning
inhib,constrict*
inhib,abandon*
inhib,limit*
inhib,veto
inhib,fenc*
inhib,rein*
inhib,defens*
inhib,brake*
inhib,forget*
inhib,tidi*
inhib,defenc*
inhib,keep
inhib,prude
inhib,stubborn*
inhib,denie*
inhib,waited
inhib,duty
inhib,safe*
inhib,responsib*
inhib,deny*
inhib,prudes
inhib,requir*
inhib,waits
inhib,guard*
inhib,halt*
inhib,abstain*
inhib,prevent*
inhib,bound*
inhib,careful*
inhib,wait
inhib,wary
inhib,tidy
inhib,secur*
inhib,neglect*
inhib,keeping*
inhib,withhold*
inhib,blocking
inhib,obstac*
inhib,contain*
inhib,stopping
inhib,prudish*
inhib,reserved
inhib,blocker*
inhib,stiff*
inhib,binding
inhib,restrain*
inhib,uptight*
inhib,refus*
inhib,disregard*
inhib,blocks
inhib,hangup*
inhib,protect*
inhib,conserv*
inhib,repress*
inhib,bridle*
inhib,forgot*
inhib,avoid*
inhib,kept
inhib,denia*
inhib,hold*
inhib,confin*
inhib,block
inhib,keeps
inhib,prohib*
article,a
article,the
article,alot
article,an
nonfl,sigh
nonfl,well
nonfl,zz*
nonfl,um
nonfl,uh
nonfl,hm*
nonfl,er
nonfl,umm*
adverb,still
adverb,there
adverb,often
adverb,just
adverb,absolutely
adverb,when
adverb,somehow
adverb,clearly
adverb,simply
adverb,primarily
adverb,immediately
adverb,perhaps
adverb,rarely
adverb,apparently
adverb,yet
adverb,really
adverb,even
adverb,again
adverb,quick*
adverb,also
adverb,rather
adverb,truly
adverb,constantly
adverb,generally
adverb,only
adverb,actually
adverb,how
adverb,seriously
adverb,there's
adverb,too
adverb,hopefully
adverb,instead
adverb,ever
adverb,back
adverb,eventually
adverb,beyond
adverb,around
adverb,mostly
adverb,though
adverb,very
adverb,sooo*
adverb,anyway*
adverb,however
adverb,here
adverb,soon
adverb,completely
adverb,nearly
adverb,anywhere
adverb,probably
adverb,such
adverb,now
adverb,totally
adverb,here's
adverb,frequently
adverb,especially
adverb,whenever
adverb,maybe
adverb,lately
adverb,well
adverb,tho
adverb,heres
adverb,definitely
adverb,so
adverb,usually
adverb,about
adverb,theres
adverb,where
adverb,basically
space,huge*
space,breadth
space,taller
space,spaced
space,area*
space,shaping*
space,over
space,remote*
space,bottom*
space,internation*
space,surround*
space,spaces
space,farther
space,encompass*
space,corner
space,narrow*
space,inch*
space,brink
space,among*
space,rooming
space,fit
space,somewhere
space,shape*
space,mile*
space,north*
space,position*
space,under
space,uppermost
space,full*
space,edging
space,exit*
space,undersid*
space,center*
space,around
space,far
space,big
space,distan*
space,underneath
space,east*
space,overflow*
space,world
space,enclos*
space,hall
space,bigger
space,apart
space,empt*
space,opening*
space,sky*
space,off
space,level
space,bent
space,corners
space,outward*
space,place*
space,ledging
space,mapped
space,exterior*
space,beneath
space,roomate*
space,where
space,entrance*
space,rooms
space,farthest
space,upper
space,right
space,upstairs
space,spann*
space,surfac*
space,nearing
space,kilometer*
space,up
space,giant*
space,close
space,small*
space,out
space,closer
space,thinn*
space,dense
space,opened
space,placing*
space,backward*
space,away
space,local*
space,near
space,width*
space,outside
space,large*
space,overlap*
space,above
space,densit*
space,countr*
space,across
space,universe*
space,shut
space,longitud*
space,platform*
space,connection*
space,meter*
space,street*
space,nowhere
space,metre*
space,span
space,both
space,west*
space,wherever
space,km*
space,side
space,levels
space,capacit*
space,onto
space,stair*
space,point
space,wall
space,into
space,within
space,low*
space,down
space,open
space,straight
space,short*
space,bends
space,city
space,outsides
space,deep*
space,broad*
space,top
space,ceiling*
space,tiny
space,intersect*
space,insides
space,thick*
space,interior*
space,wheres
space,nation*
space,biggest
space,tallest
space,closed
space,wide*
space,road*
space,on
space,floor*
space,neared
space,horizontal*
space,everywhere
space,environment*
space,verg*
space,outer*
space,below
space,forward*
space,town
space,room
space,territor*
space,inside
space,atop
space,littl*
space,air
space,siding
space,anywhere
space,thin
space,height*
space,further*
space,gigantic
space,walling
space,bend
space,nearest
space,tiniest
space,enorm*
space,separat*
space,depth*
space,site
space,high
space,stretch*
space,nears
space,at
space,in
space,toward*
space,roomie*
space,south*
space,vast*
space,beyond
space,spaci*
space,diagonal*
space,mid
space,centre*
space,beside
space,maps
space,thinly
space,inner*
space,global*
space,ledge*
space,map
space,nearer
space,closest
space,vertical*
space,upon
space,mapping
space,where's
space,internal*
space,edges
space,tinier
space,coverage
space,roommate*
space,segment
space,sides
space,middl*
space,land
space,ginormous
space,ground*
space,highe*
space,space
space,walls
space,together
space,roomed
space,edge
space,mass
space,downward*
space,bending
space,tall
space,section
space,left
filler,ykn*
filler,rr*
filler,yakn*
filler,youknow*
filler,ohwell
filler,blah
filler,idon'tknow
filler,orsomething*
filler,orwhatever*
filler,imean
filler,idontknow
filler,oranything*
filler,like
posemo,advantag*
posemo,party*
posemo,enthus*
posemo,vigor*
posemo,comfort*
posemo,tehe
posemo,keen*
posemo,gorgeous*
posemo,benevolen*
posemo,pride
posemo,fond
posemo,reliev*
posemo,paradise
posemo,opport*
posemo,hoho*
posemo,fab
posemo,cool
posemo,fondly
posemo,relax*
posemo,smil*
posemo,graces
posemo,amaz*
posemo,safe*
posemo,frees*
posemo,festiv*
posemo,sociab*
posemo,satisf*
posemo,optimal*
posemo,casual
posemo,fearless*
posemo,plays
posemo,wonderf*
posemo,sweetly
posemo,giving
posemo,fine
posemo,engag*
posemo,helper*
posemo,shares
posemo,vigour*
posemo,grande*
posemo,brillian*
posemo,shared
posemo,ecsta*
posemo,supporting
posemo,outgoing
posemo,honor*
posemo,agreeab*
posemo,elegan*
posemo,chuckl*
posemo,respect
posemo,great
posemo,worship*
posemo,cherish*
posemo,libert*
posemo,love
posemo,flawless*
posemo,win
posemo,terrific*
posemo,charit*
posemo,bright*
posemo,supporter*
posemo,popular*
posemo,confidence
posemo,challeng*
posemo,contentment
posemo,nurtur*
posemo,prais*
posemo,helps
posemo,sharing
posemo,share
posemo,secur*
posemo,gladly
posemo,glad
posemo,cute*
posemo,valued
posemo,sweetie*
posemo,positiv*
posemo,genero*
posemo,values
posemo,tender*
posemo,contented*
posemo,hurra*
posemo,triumph*
posemo,awesome
posemo,grinn*
posemo,accept
posemo,beaut*
posemo,adventur*
posemo,lucked
posemo,charm*
posemo,benefitt*
posemo,appreciat*
posemo,amus*
posemo,pleasing
posemo,attract*
posemo,pleasur*
posemo,hugs
posemo,okay
posemo,surpris*
posemo,aok
posemo,carefree
posemo,supportive*
posemo,laugh*
posemo,improving
posemo,silli*
posemo,daring
posemo,readiness
posemo,glamour*
posemo,comed*
posemo,wins
posemo,sweetheart*
posemo,calm*
posemo,playing
posemo,winn*
posemo,wealth*
posemo,affection*
posemo,heartfelt
posemo,wow*
posemo,cutie*
posemo,ease*
posemo,playful*
posemo,better
posemo,determina*
posemo,radian*
posemo,truth*
posemo,confidently
posemo,sweetness*
posemo,oks
posemo,good
posemo,devot*
posemo,hilarious
posemo,sweets
posemo,flexib*
posemo,easily
posemo,easie*
posemo,hero*
posemo,graced
posemo,luck
posemo,forgiv*
posemo,incentive*
posemo,superior*
posemo,special
posemo,create*
posemo,toleran*
posemo,easiness
posemo,supports
posemo,free
posemo,energ*
posemo,attachment*
posemo,care
posemo,benefits
posemo,favour*
posemo,delicate*
posemo,trust*
posemo,darlin*
posemo,lover*
posemo,dear*
posemo,joll*
posemo,encourag*
posemo,flatter*
posemo,excel*
posemo,freeb*
posemo,interest*
posemo,reward*
posemo,sentimental*
posemo,lucki*
posemo,humour*
posemo,favor*
posemo,easy*
posemo,sure*
posemo,compliment*
posemo,reassur*
posemo,wisdom
posemo,heh*
posemo,grace
posemo,succeed*
posemo,champ*
posemo,loved
posemo,kind
posemo,kindly
posemo,proud*
posemo,dynam*
posemo,determined
posemo,silly
posemo,loves
posemo,happy
posemo,loyal*
posemo,gently
posemo,gentle
posemo,hug
posemo,romantic*
posemo,fantastic*
posemo,play
posemo,loving*
posemo,optimi*
posemo,happi*
posemo,accepting
posemo,nice*
posemo,strength*
posemo,valuing
posemo,definitely
posemo,efficien*
posemo,strong*
posemo,gratef*
posemo,honour*
posemo,agreed
posemo,supported
posemo,courag*
posemo,agrees
posemo,grati*
posemo,ha
posemo,joke*
posemo,resolv*
posemo,pretty
posemo,hope
posemo,heaven*
posemo,lucks
posemo,inspir*
posemo,sunny
posemo,lucky
posemo,truly
posemo,please*
posemo,humor*
posemo,considerate
posemo,lmao
posemo,treasur*
posemo,virtuo*
posemo,neat*
posemo,likeab*
posemo,impress*
posemo,merr*
posemo,award*
posemo,amor*
posemo,hugg*
posemo,benefic*
posemo,best
posemo,painl*
posemo,improve*
posemo,definite
posemo,digni*
posemo,openminded*
posemo,won
posemo,hopefully
posemo,assur*
posemo,benign*
posemo,intell*
posemo,merit*
posemo,graceful*
posemo,honest*
posemo,thank
posemo,enjoy*
posemo,freely
posemo,glamor*
posemo,joy*
posemo,commitment*
posemo,liked
posemo,excit*
posemo,sunshin*
posemo,sweet
posemo,rofl
posemo,likes
posemo,welcom*
posemo,friend*
posemo,caring
posemo,laidback
posemo,yay
posemo,cares
posemo,thanked
posemo,entertain*
posemo,cared
posemo,confident
posemo,treat
posemo,okays
posemo,rich*
posemo,lovely
posemo,admir*
posemo,success*
posemo,active*
posemo,compassion*
posemo,agreement*
posemo,value
posemo,fiesta*
posemo,privileg*
posemo,fun
posemo,faith*
posemo,hoping
posemo,played
posemo,cheer*
posemo,deligh*
posemo,truest
posemo,ready
posemo,alright*
posemo,delectabl*
posemo,flirt*
posemo,madly
posemo,grand
posemo,freeness
posemo,thrill*
posemo,sincer*
posemo,harmon*
posemo,well
posemo,funn*
posemo,relief
posemo,haha*
posemo,grins
posemo,easing
posemo,romanc*
posemo,splend*
posemo,certain*
posemo,wise*
posemo,thanks
posemo,perfect*
posemo,gentlest
posemo,beloved
posemo,accepta*
posemo,save
posemo,valuabl*
posemo,casually
posemo,prize*
posemo,trueness
posemo,accepted
posemo,giver*
posemo,grin
posemo,like
posemo,innocen*
posemo,thoughtful*
posemo,benefit
posemo,scrumptious*
posemo,freed*
posemo,joking
posemo,credit*
posemo,bonus*
posemo,palatabl*
posemo,virtue*
posemo,openness
posemo,liking
posemo,peace*
posemo,freer
posemo,revigor*
posemo,pleasant*
posemo,bold*
posemo,giggl*
posemo,invigor*
posemo,fabulous*
posemo,bless*
posemo,soulmate*
posemo,kindn*
posemo,harmless*
posemo,ideal*
posemo,truer
posemo,graci*
posemo,divin*
posemo,precious*
posemo,sunniest
posemo,super
posemo,fondness
posemo,ok
posemo,accepts
posemo,gentler
posemo,forgave
posemo,passion*
posemo,freeing
posemo,talent*
posemo,hopeful
posemo,handsom*
posemo,tranquil*
posemo,clever*
posemo,support
posemo,lol
posemo,kidding
posemo,careful*
posemo,ador*
posemo,convinc*
posemo,delicious*
posemo,brave*
posemo,glori*
posemo,yays
posemo,livel*
posemo,creati*
posemo,partie*
posemo,hoped
posemo,vital*
posemo,hopes
posemo,kiss*
posemo,promis*
posemo,true
posemo,smart*
posemo,glory
posemo,prettie*
posemo,agree
posemo,sunnier
posemo,helpful*
posemo,worthwhile
posemo,importan*
posemo,goodness
posemo,hopefulness
posemo,heartwarm*
posemo,profit*
posemo,agreeing
posemo,useful*
posemo,eager*
posemo,thankf*
posemo,suprem*
posemo,helping
posemo,magnific*
posemo,warm*
posemo,original
funct,all
funct,trillion*
funct,although
funct,among*
funct,whose
funct,one
funct,itll
funct,to
funct,under
funct,lotsa
funct,everyone*
funct,outside
funct,very
funct,myself
funct,every
funct,zillion*
funct,we'll
funct,did
funct,they've
funct,seven*
funct,loads
funct,yall
funct,it'll
funct,cetera
funct,you'd
funct,ten
funct,second
funct,equal*
funct,hundred*
funct,thoust
funct,even
funct,what
funct,heres
funct,section
funct,near
funct,item*
funct,anywhere
funct,thirt*
funct,above
funct,ever
funct,never
funct,here
funct,everything*
funct,let
funct,others
funct,hers
funct,along
funct,through*
funct,ahead
funct,thatd
funct,didnt
funct,i'd
funct,arent
funct,usually
funct,would've
funct,i'm
funct,thats
funct,need'nt
funct,extra
funct,highly
funct,till
funct,hadn't
funct,twel*
funct,from
funct,would
funct,two
funct,by
funct,insides
funct,eleven
funct,themselves
funct,thru
funct,until
funct,more
funct,becomes
funct,sooo*
funct,ain't
funct,basically
funct,who'll
funct,must've
funct,must
funct,me
funct,none
funct,anything
funct,this
funct,everybod*
funct,can
funct,my
funct,infinit*
funct,didn't
funct,his
funct,eight*
funct,rather
funct,how
funct,instead
funct,lack*
funct,shouldnt
funct,may
funct,after
funct,mustve
funct,such
funct,a
funct,third
funct,that'd
funct,maybe
funct,ones
funct,so
funct,allot
funct,worst
funct,that's
funct,don't
funct,over
funct,soon
funct,isnt
funct,won't
funct,somebod*
funct,still
funct,its
funct,before
funct,he's
funct,somewhere
funct,actually
funct,he'd
funct,total
funct,ours
funct,full*
funct,main
funct,might
funct,haven't
funct,then
funct,them
funct,within
funct,greater
funct,ya
funct,thee
funct,ye
funct,underneath
funct,you've
funct,they
funct,half
funct,not
funct,now
funct,nor
funct,wont
funct,someone*
funct,couldve
funct,lotof
funct,each
funct,beneath
funct,mustn't
funct,isn't
funct,oughta
funct,doing
funct,we'd
funct,our
funct,quick*
funct,uhuh
funct,really
funct,twice
funct,needn't
funct,since
funct,seriously
funct,shouldn't
funct,they'll
funct,ought'nt
funct,she
funct,doesn't
funct,completely
funct,besides
funct,havent
funct,could
funct,thine
funct,nine*
funct,onto
funct,first
funct,i'll
funct,constantly
funct,dont
funct,mucho
funct,done
funct,another
funct,frequently
funct,nobod*
funct,firsts
funct,you're
funct,doubl*
funct,least
funct,billion*
funct,ton
funct,too
funct,million*
funct,that
funct,part
funct,somewhat
funct,hadnt
funct,that'll
funct,herself
funct,than
funct,here's
funct,zero
funct,oughtnt
funct,whenever
funct,were
funct,twent*
funct,and
funct,wasnt
funct,mine
funct,have
funct,toward*
funct,apparently
funct,any
funct,tho
funct,mostly
funct,majority
funct,which
funct,atop
funct,unless
